date,type,registration,operator,fat.,location,Column1,pic,cat
1/16/2018,BAe BAe-748-347 Srs. 2A,S2-AAX,Bismillah Airlines,0,Jessore Airp...,,,A2
1/20/2018,Embraer EMB-120ER Brasilia,5Y-CEI,"European Union, lsf AirTraffic Africa",0,Mogadishu Ad...,,,A2
1/25/2018,Airbus A320,,Unknown,0,Berlin-Schön...,,,A2
2/16/2018,Fokker 100,EP-FQF,Qeshm Air,0,Mashhad Airp...,,,A2
2/20/2018,MD-83,5N-SRI,Dana Air,0,Port Harcour...,,,A2
2/21/2018,Cessna 208B Grand Caravan,G-BZAH,Army Parachute Association,0,Netheravon A...,,,A2
2/23/2018,Beech B100 King Air,C-GIAE,Island Express Air,0,Abbotsford A...,,,A2
2/26/2018,Beech A100 King Air,C-GJXF,Strait Air,0,Havre-Saint-...,,,A2
3/1/2018,Beech 200 Super King Air,YV1909,Unknown,0,Charallave-Ó...,,,A2
3/16/2018,Beech C99,N213AV,Ameriflight,0,Hastings Air...,,,A2
3/17/2018,Canadair CRJ-200ER,C-FDJA,"Air Canada Express, opb Jazz Aviation",0,Montreal-Pie...,,,A2
3/20/2018,DHC-6 Twin Otter 300,N716JP,Bald Mountain Air Services,0,"near Deadhorse, AK",,,A2
3/26/2018,CASA C-212 Aviocar 200,N107BH,Bighorn Airways,0,Sheridan Air...,,,A2
3/27/2018,Airbus A319-111,G-EZMK,easyJet,0,Murcia-San J...,,,A2
3/28/2018,Boeing 737-76J (WL),D-ABLB,Germania,0,Tel Aviv-Ben...,,,A2
3/29/2018,Swearingen SA227-DC Metro 23,CP-2459,Línea Aérea Amaszonas,0,Riberalta-Ca...,,,A2
3/29/2018,ATR 72-212A (ATR 72-600),XA-UYY,Aeromar,0,Mexico City-...,,,A2
3/29/2018,ATR 42-500,XA-UAV,Aeromar,0,Mexico City-...,,,A2
3/29/2018,Beech 99,N31TN,Lake Clark Air,0,Pilot Point ...,,,A2
4/2/2018,Cessna 525C Citation CJ4,N511AC,Avis Industrial Corporation,0,Marion Munic...,,,A2
4/5/2018,Antonov An-26,UP-AN607,Mega Aircompany,0,Wau Airport ...,,,A2
4/9/2018,Boeing 737-9B5,HL7725,Korean Air,0,Osaka-Kansai...,,,A2
4/11/2018,Cessna 208B Grand Caravan,N814GV,"Hageland Aviation Services, opf Ravn Connect",0,near Atqasuk Airp...,,,A2
4/12/2018,Cessna 208B Grand Caravan,5Y-SAV,Penial Air,0,"El Barde, So...",,,A2
4/15/2018,Cessna 550 Citation Bravo,N4AT,private,0,Winnipeg-Jam...,,,A2
4/16/2018,Cessna 525 CitationJet CJ1,D-ISWA,private,0,Le Touquet A...,,,A2
4/17/2018,DHC-8-402Q Dash 8,G-JECX,Flybe,0,Newquay-Corn...,,,A2
4/18/2018,Airbus A330-302,N806NW,Delta Air Lines,0,Atlanta-Will...,,,A2
4/29/2018,Boeing 737-8GP (WL),PK-LOO,Lion Air,0,Gorontalo-Ja...,,,A2
4/29/2018,Beech 1900C,N172GA,Alpine Aviation,0,Sioux Falls ...,,,A2
4/30/2018,Boeing 737-8AS (WL),EI-GDZ,Ryanair,0,London-Stans...,,,A2
5/1/2018,Bombardier CRJ-900LR (CL-600-2D24),N606LR,"Endeavor Air, opf Delta Connection",0,New York-Joh...,,,A2
5/1/2018,Boeing 767-332ER (WL),N172DN,Delta Air Lines,0,New York-Joh...,,,A2
5/3/2018,Dassault Falcon 900EX,ZS-DEX,Blueport Trade 121,0,Johannesburg...,,,A2
5/4/2018,Cessna 525C Citation CJ4,EC-MOQ,Aluminios Cortizo,0,Santiago de ...,,,A2
5/5/2018,Embraer KC-390,PT-ZNF,Embraer,0,Gavião Peixo...,,,A2
5/7/2018,Boeing 737-8H4 (WL),N8655D,Southwest Airlines,0,Baltimore/Wa...,,,A2
5/12/2018,Lockheed L-100-30 Hercules,N403LC,"Lynden Air Cargo, opf PNG Air",0,Port Moresby...,,,A2
5/12/2018,Boeing 737-8BK (WL),P2-PXE,Air Niugini,0,Port Moresby...,,,A2
5/13/2018,Airbus A321-231,TC-JMM,THY,0,Istanbul-Ata...,,,A2
5/13/2018,Airbus A330-323,HL7792,Asiana Airlines,0,Istanbul-Ata...,,,A2
5/23/2018,Beech 200 Super King Air,N905GP,Air Katanga,0,Kolwezi Airp...,,,A2
5/23/2018,Beech 200 Super King Air,N800HA,Titan Drilling,0,Kolwezi Airp...,,,A2
5/24/2018,Swearingen SA227-AC Metro III,XA-UPP,Aeronaves TSM,0,Saltillo-Pla...,,,A2
??-JAN-2001,Shorts SC.7 Skyvan 3M-400,VH-WGG,Pull Out Skydiving,0,Ravenna,,,O1
??-JAN-2001,Shorts SC.7 Skyvan 3M-400,VH-WGL,Pull Out Skydiving,0,Ravenna,,,O1
3/30/2001,ATR 42-310,N37AE,American Eagle Airlines,0,Freeport-Gra...,,,O1
5/13/2001,Boeing 727-222,N7274U,United Airlines,0,Omaha-Eppley...,,,O1
3/27/2002,BAC One-Eleven 401AK,5N-MBM,Albarka Air,0,Abuja Intern...,,,O1
3/27/2002,BAC One-Eleven 523FJ,5N-BDU,Savanah Airlines,0,Abuja Intern...,,,O1
5/14/2002,Beech 1900D,N151GL,Great Lakes Airlines,0,Grand Island...,,,O1
5/14/2002,Beech 1900D,N262GL,Great Lakes Airlines,0,Grand Island...,,,O1
1/18/2003,Embraer EMB-135LR (ERJ-135LR),N714BZ,American Eagle Airlines,0,Columbus-Por...,,,O1
2/27/2003,Fokker F-27 Friendship 500,ZK-NAN,Airwork NZ,0,Blenheim Woo...,,,O1
3/12/2003,Boeing 737-2T4,B-2516,Xiamen Airlines,0,Ningbo Airpo...,,,O1
4/4/2003,Ilyushin Il-76,,Iraqi AF,0,Al Taqqadum,,,O1
4/5/2003,Saab 340B,N243AE,American Eagle Airlines,0,Dallas/Fort ...,,,O1
4/5/2003,Saab 340B,N268AE,American Eagle Airlines,0,Dallas/Fort ...,,,O1
4/25/2003,Antonov An-24,700,Sudan AF,0,El Fasher Ai...,,,O1
6/6/2004,Beech Beechjet 400A,AP-BEX,Punjab Government,0,Lahore Airpo...,,,O1
3/24/2005,MD-88,EC-FLK,Iberia,0,Madrid-Baraj...,,,O1
5/5/2005,DC-9-31,N960N,Northwest Airlines,0,Minneapolis-...,,,O1
3/24/2006,Convair CV-580F,ZS-SKI,"Skyhaul, op.for LAC - SkyCongo",0,Kinshasa-N'D...,,,O1
??-MAR-2006,Antonov An-2T,SP-AOY,Aeroklub RP,0,Leszno-Strzy...,,,O1
5/5/2006,Airbus A320-211,EK32010,Armavia,0,Brussel-Zave...,,,O1
5/5/2006,Airbus A320-211,EK32001,"Armenian International Airways, op.for Air Arabia",0,Brussel-Zave...,,,O1
5/5/2006,Airbus A320-232,SX-BVB,"HellasJet, op.for Volare Airlines",0,Brussel-Zave...,,,O1
5/5/2006,Lockheed C-130H Hercules,CH-02,Belgian AF,0,Brussel-Zave...,,,O1
6/2/2006,Boeing 767-223ER,N330AA,American Airlines,0,Los Angeles ...,,,O1
1/18/2007,Antonov An-2T,SP-FIN,private,0,Jelenia Góra...,,,O1
1/18/2007,Fokker F-27 Friendship 500RF,TC-MBE,MNG Airlines,0,Coventry-Bag...,,,O1
2/4/2007,Antonov An-2R,LY-AJG,private,0,Narsarsuaq A...,,,O1
2/5/2007,DC-9-31,N1308T,Northwest Airlines,0,Minneapolis-...,,,O1
4/19/2007,Airbus A300B4-622R,A7-ABV,Qatar Airways,0,Abu Dhabi In...,,,O1
5/10/2007,Ilyushin Il-76TD,EX-093,Tenir Airlines,0,Pointe Noire...,,,O1
1/25/2008,Boeing 727-247,9L-LEF,"Teebah Airlines, op.for Canadian Airways Congo",0,Pointe Noire...,,,O1
1/28/2008,DC-9-32,N605NW,Northwest Airlines,0,Chicago-Midw...,,,O1
2/1/2008,Rockwell Sabreliner 40A,N430MP,ABA Aviation Resources,0,Fort Lauderd...,,,O1
2/2/2008,Fokker F-27 Friendship 500,TC-MBG,MNG Airlines,0,Edinburgh-Tu...,,,O1
2/12/2008,DC-9-31,YV298T,Aserca Airlines,0,Caracas-Simo...,,,O1
5/8/2008,ATR 42-320,N904FX,FedEx,0,Greensboro/H...,,,O1
5/8/2008,ATR 42-320,N905FX,FedEx,0,Greensboro/H...,,,O1
5/29/2008,Cessna 750 Citation X,N369B,Buckle,0,Kearney Regi...,,,O1
2/18/2009,Basler Turbo 67 (DC-3T),PNC-0211,Colombian Police,0,Medellín-Enr...,,,O1
1/7/2010,Saab 340A,C6-SBE,SkyBahamas Airlines,0,Nassau-Lynde...,,,O1
1/28/2010,Lockheed L-188CF Electra,G-LOFB,Atlantic Airlines,0,Coventry-Bag...,,,O1
2/6/2010,Bombardier Global Express,N400GX,Churchill Aviation,0,Washington-D...,,,O1
2/6/2010,Dassault Falcon 2000EX,N62YC,Vesey Air,0,Washington-D...,,,O1
2/6/2010,Dassault Falcon 900EX,N106RW,MMRB Services,0,Washington-D...,,,O1
2/6/2010,Beech Beechjet 400A,N109CP,THV Seminars,0,Washington-D...,,,O1
2/6/2010,Hawker 800XP,N800LA,BAE Systems,0,Washington-D...,,,O1
2/6/2010,Cessna 208B Super Cargomaster,N708FX,FedEx,0,Washington-D...,,,O1
2/6/2010,Bombardier Global Express,N620K,Eastman Kodak,0,Washington-D...,,,O1
2/6/2010,Bombardier Global Express XRS,N528JR,Joluk Air,0,Washington-D...,,,O1
??-MAY-2010,Antonov An-74-200,EK-74027,Ayk Avia,0,Kabul-Hamid ...,,,O1
1/17/2011,DHC-3T Vazar Turbine Otter,C-GNNP,Liard Air,0,Muncho Lake/...,,,O1
3/11/2011,Beech 300 King Air 350,JA869A,Japan Coast Guard,0,Sendai Airpo...,,,O1
3/11/2011,Cessna 208 Caravan I,JA8897,Kyoritsu Air Survey,0,Sendai Airpo...,,,O1
3/11/2011,Cessna 208 Caravan I,JA889B,Tokyo Century Lease,0,Sendai Airpo...,,,O1
3/11/2011,Beech 300LW Super King Air,JA8881,Japan Digital Laboratory,0,Sendai Airpo...,,,O1
3/17/2011,Yakovlev Yak-40,5A-DKG,Air Libya,0,Benghazi-Ben...,,,O1
3/17/2011,Yakovlev Yak-40KD,5A-DKM,Air Libya,0,Benghazi-Ben...,,,O1
3/17/2011,Boeing 737-2D6,5A-DKY,Air Libya,0,Benghazi-Ben...,,,O1
3/17/2011,Ilyushin Il-76TD,5A-DNA,Buraq Air,0,Tripoli Aipo...,,,O1
4/25/2011,Lockheed C-130E Hercules,62-1806,USAF,0,Jacksonville...,,,O1
4/25/2011,Lockheed C-130E Hercules,62-1851,USAF,0,Jacksonville...,,,O1
5/10/2011,Fokker 50,OO-VLE,CityJet,0,Rotterdam/Th...,,,O1
6/17/2011,Antonov An-2T,RF-00447,DOSAAF,0,Vladikavkaz ...,,,O1
1/24/2012,Canadair CRJ-200ER,N8524A,Pinnacle Airlines,0,Providence-T...,,,O1
2/7/2012,Antonov An-2R,RA-17771,AeroGeo,0,Kyzyl Airpor...,,,O1
3/2/2012,Cessna 650 Citation III,N72EP,Jeffy Jet,0,Paulding Nor...,,,O1
4/15/2012,Canadair CRJ-200ER,N684BR,"Delta Connection, opb ExpressJet Airlines",0,Moline-Quad-...,,,O1
6/9/2012,ATR 42-500,OK-KFM,CSA,0,Praha-Ruzyne...,,,O1
6/10/2012,DHC-8-311,V2-LGH,LIAT,0,Antigua-Cool...,,,O1
6/12/2012,Hawker Siddeley HS-748,C-FTTW,Wasaya Airways,0,Sandy Lake A...,,,O1
7/15/2012,DC-9-83 (MD-83),N110HM,American Airlines,0,Dallas/Fort ...,,,O1
3/16/2013,Airbus A320-214,N620SC,GECAS,0,Jakarta-Soek...,,,O1
3/16/2013,Boeing 737-5U3,PK-GGA,Garuda,0,Jakarta-Soek...,,,O1
4/23/2013,BAe-125 CC3 (HS-125-700),ZD704,RAF,0,Kandahar Air...,,,O1
5/1/2013,DC-9-82 (MD-82),N7518A,American Airlines,0,Dallas/Fort ...,,,O1
5/8/2013,BAe-146-200QT,PK-JKC,Nusantara Air Charter,0,Wamena Airpo...,,,O1
6/13/2013,Canadair Challenger 601-3A,N613SB,Grady International,0,Chino Airpor...,,,O1
7/3/2013,Airbus A320-212,JY-PTA,Petra Airlines,0,Tripoli Inte...,,,O1
2/12/2014,ATR 42-300,EI-BYO,Aer Arann,0,Shannon Airp...,,,O1
2/14/2014,Hawker Siddeley HS-125-F400A,VP-BKK,Jetsteff Aviation,0,Bournemouth ...,,,O1
2/15/2014,Lockheed P-3C Orion,159329,US Navy,0,Atsugi NAS (...,,,O1
2/15/2014,Lockheed P-3C Orion,159503,US Navy,0,Atsugi NAS (...,,,O1
2/15/2014,Lockheed P-3C Orion,161338,US Navy,0,Atsugi NAS (...,,,O1
2/15/2014,Lockheed P-3C Orion,160283,US Navy,0,Atsugi NAS (...,,,O1
2/15/2014,Lockheed OP-3C Orion,9133,Japanese Navy,0,Atsugi NAS (...,,,O1
2/15/2014,Lockheed P-3C Orion,5026,Japanese Navy,0,Atsugi NAS (...,,,O1
2/15/2014,Lockheed P-3C Orion,5049,Japanese Navy,0,Atsugi NAS (...,,,O1
4/10/2014,Learjet 25D,PT-OHD,private,0,within Venezuela,,,O1
5/28/2014,Beech 300 Super King Air,,private,0,"near Bruzual, Apure",,,O1
6/3/2014,Ilyushin Il-96-300,RA-96010,Aeroflot,0,Moskva-Shere...,,,O1
1/8/2015,Bombardier Challenger 300,PR-YOU,Bradesco Leasing S.A. Arrendamento Mercantil,0,São Paulo-Co...,,,O1
1/12/2015,Dornier 328-110,D-CIRD,"Sun-Air, opf British Airways",0,Hamburg-Fuhl...,,,O1
2/18/2015,Yakovlev Yak-40,UR-MIG,BPV Group,0,Kiev-Borispo...,,,O1
2/18/2015,Tupolev Tu-154B-2,RA-85587,Russian AF,0,Samara Airpo...,,,O1
3/19/2015,Boeing 747SP-27,7O-YMN,Yemen Government,0,Aden Interna...,,,O1
3/31/2015,Antonov An-2T,RF-00388,DOSAAF,0,Makhachkala ...,,,O1
4/3/2015,Beech 300 King Air 350ER,N5018S,Beechcraft,0,Wichita-Colo...,,,O1
4/3/2015,Beech 300 King Air 350ER,N5019Q,Beechcraft,0,Wichita-Colo...,,,O1
4/3/2015,Beech 300 King Air 350ER,N5027X,Beechcraft,0,Wichita-Colo...,,,O1
4/3/2015,Beech 300 King Air 350ER,N957ER,Beechcraft,0,Wichita-Colo...,,,O1
4/3/2015,Beech 300 King Air 350ER,N958ER,Beechcraft,0,Wichita-Colo...,,,O1
4/3/2015,Beech 300 King Air 350ER,N275BT,Executive AirShare,0,Wichita-Colo...,,,O1
5/9/2015,BAe-146-300,5A-DKQ,Air Libya,0,Dahra Oilfield,,,O1
6/16/2015,Boeing 737-322 (WL),LY-FLB,SCAT,0,Aktau Airpor...,,,O1
2/4/2016,Canadair CRJ-900ER,OY-KFC,"SAS, opb Cimber",0,København-Ka...,,,O1
2/20/2016,Cessna 525 Citation M2,N214RT,private,0,Orlando Inte...,,,O1
2/20/2017,Beech 200 Super King Air,,Unknown,0,near Lago de Mara...,,,O1
3/14/2017,ATR 72-212A (ATR 72-600),C6-BFQ,Bahamasair,0,Nassau-Lynde...,,,O1
4/4/2018,Learjet 45XR,N618CW,ERG Holdings,0,Houston-Will...,,,O1
4/4/2018,Learjet 40XR,N626FX,Union Gas Air Ventures I,0,Houston-Will...,,,O1
4/4/2018,Cessna 560XL Citation Excel,N900WL,MTC Enterprises,0,Houston-Will...,,,O1
4/4/2018,Learjet 60,N759SH,Henning Aviation,0,Houston-Will...,,,O1
4/15/2018,DHC-6 Twin Otter 100,C-FSCA,Transwest Air,0,Prince Alber...,,,O1
4/15/2018,Saab 340B,C-GTWK,Transwest Air,0,Prince Alber...,,,O1
1/22/2001,Boeing 727-2N8,,Yemenia Airways,0,Djibouti,,,H2
1/27/2001,Airbus A340-312,,Gulf Air,0,Abu Dhabi,,,H2
1/30/2001,Dornier 328-120,FAC-1165,SATENA,0,Bogotá,,,H2
4/26/2001,Antonov An-12,,Ethiopian AF,0,Khartoum,,,H2
6/8/2001,Boeing 727-90C,S9-BOG,Transafrik,0,near Luena,,,C2
2/20/2002,DHC-8-301,HK-3951X,AIRES Colombia,0,Hobo,,,H2
4/11/2002,Hawker Siddeley HS-748,G-ATMJ,Emerald Airways,0,Isle of Man-...,,,O2
4/17/2002,DC-9-82 (MD-82),,China Northern,0,Shenyang Air...,,,H2
5/10/2002,Boeing 737,,Xiamen Airlines,0,Xiamen Airpo...,,,H2
1/19/2003,Boeing 737-8D6,,Air Algérie,0,Algiers-Houa...,,,H2
1/24/2003,Embraer EMB-145LR (ERJ-145LR),B-3043,Sichuan Airlines,0,near Chengdu,,,H2
2/2/2003,Boeing 757-2Z0,,Air China,0,Fuzhou Chang...,,,H2
2/7/2003,Airbus A310-304,TC-JDA,THY,0,Istanbul-Ata...,,,H2
3/19/2003,Douglas DC-3C,CU-T1192,Aerotaxi,0,Key West Int...,,,H2
3/28/2003,Airbus A310-304,TC-JCZ,THY,0,Istanbul,,,H2
3/31/2003,Antonov An-24RV,CU-T1294,Cubana,0,Key West Int...,,,H2
4/22/2003,Fokker F-28 Fellowship 4000,S2-ACV,Biman Bangladesh,0,Dhaka-Zia In...,,,O2
5/8/2003,Rockwell Sabreliner 40A,N250EC,"Professional Maintenance Services, op.for D.R. Congo Government",0,near Bunia Airpor...,,,C1
1/8/2004,Lockheed C-5B Galaxy,85-0010,USAF,0,near Baghdad Inte...,,,C2
4/17/2004,Airbus,,Qatar Airways,0,Cairo Intern...,,,H2
2/14/2006,Fokker 50,LN-RND,SAS Commuter,0,Oslo-Garderm...,,,O2
3/27/2006,Let L-410UVP-E,ES-LLG,AirEst,0,Tallinn-Ulem...,,,O2
6/3/2006,Grumman G-159 Gulfstream I,N183K,Transcontinental Aviation,0,Necoclí Airp...,,,C1
6/17/2006,Boeing 737-800,,South African Airways,0,Cape Town In...,,,H2
1/18/2007,Antonov An-2TP,SP-AOA,Aeroklub Jeleniogórski,0,Jelenia Góra...,,,O2
1/22/2007,ATR 42-500 ?,,Air Botswana,0,Johannesburg...,,,H2
1/24/2007,Boeing 737-200,ST-SDA ?,Air West,0,N'Djamena Ai...,,,H2
2/12/2007,Lockheed Hercules C.4 (C-130J-30),ZH876,RAF,0,near Al-Amarah,,,C1
2/15/2007,Boeing 737-7Q8,,Air Mauritanie,0,Las Palmas-G...,,,H2
3/9/2007,Ilyushin Il-76TD,EW-78826,Transaviaexport,0,Mogadishu In...,,,C1
3/30/2007,Airbus A300B4-622R,,Sudan Airways,0,Khartoum-Civ...,,,H2
4/10/2007,Boeing 737-82R,TC-APU,Pegasus Airlines,0,Ankara-Esenb...,,,H2
2/8/2008,BAe 3201 Jetstream 32EP,ZK-ECN,"Air National, op.for Air New Zealand",0,Christchurch...,,,H2
3/7/2008,Boeing 757-200,,China Southern,0,Lanzhou Airp...,,,H2
2/1/2009,Airbus A320-232,,IndiGo Airlines,0,Delhi-Indira...,,,H2
4/19/2009,Boeing 737-8AS,C-FTCZ,CanJet Airlines,0,Montego Bay-...,,,H2
5/17/2010,Beech 200 Super King Air,N308RH,CSSRJ Aviation,0,"San Pedro, C...",,,C1
6/10/2010,Cessna 208B Grand Caravan,OB-1922-P,Aerodiana,0,within Peru,,,H2
1/5/2011,Boeing 737-8F2 (WL),TC-JGZ,THY,0,Istanbul Ata...,,,H2
2/12/2012,Airbus A320-232,PR-MAR,TAM Brasil,0,Porto Alegre...,,,H2
3/7/2012,Boeing 737-500 ?,,Sudan Airways,0,El Obeid Air...,,,H2
3/13/2012,Boeing 737-732 (WL),N309DE,Delta Air Lines,0,Atlanta Hart...,,,O2
5/18/2012,Antonov An-2T,HA-MEA,Sky Escort Aero-Club Hungary,0,Gödöllõ Airf...,,,O2
4/17/2013,Boeing 737-8GK (WL),5A-DMG,Buraq Air,0,near Tripoli Inte...,,,C2
5/24/2013,Boeing 777-340ER,AP-BID,PIA,0,London-Stans...,,,H2
??-MAY-2013,Lockheed C-130H Hercules,T.10-02,Spanish AF,0,unknown,,,U1
2/7/2014,Boeing 737-86J (WL),TC-CCP,Pegasus Airlines,0,Istanbul-Sab...,,,H2
2/17/2014,Boeing 767-3BGER,ET-AMF,Ethiopian Airlines,0,Genève-Coint...,,,H2
4/1/2014,Airbus A321-231,D-AISQ,Lufthansa,0,München-Fran...,,,H2
4/25/2014,Antonov An-2,UR-ABAB,private,0,Kramatorsk A...,,,C1
5/19/2014,Beech 200 Super King Air,,private,0,southern Apu...,,,C1
5/26/2014,Yakovlev Yak-40,UR-MMK,Constanta,0,Donetsk Airp...,,,C1
6/8/2014,Boeing 737-33A,AP-BLF,Air Indus,0,Karachi-Jinn...,,,C1
1/26/2015,Boeing 737-8KN (WL),A6-FEK,flydubai,0,near Baghdad Inte...,,,C2
1/30/2015,Ilyushin Il-76T,5A-DNK,Libyan Air Cargo,0,Tripoli-Miti...,,,C1
2/18/2015,Antonov An-26B,EW-246TG,Genex,0,Kiev-Borispo...,,,O2
3/26/2015,CASA CN-235M-300,2211,Yemen AF,0,Sana'a-Al Da...,,,C1
3/26/2015,Beech 300 Super King Air,,Yemen AF,0,Sana'a-Al Da...,,,C1
??-MAR-2015,Ilyushin Il-76TD,7O-ADO,Barash Aviation,0,Sana'a Inter...,,,C1
4/28/2015,Canadair CRJ-702ER,7O-FAA,Felix Airways,0,Sana'a Inter...,,,C1
5/4/2015,Ilyushin Il-76TD,7O-ADG,Yemen AF,0,Sana'a Inter...,,,C1
6/12/2015,Boeing 737-33A,VH-NLK,Nauru Airlines,0,near Kosrae Airpo...,,,I2
1/17/2016,BN-2A-21 Islander,(N90460),Unknown,0,Corral Viejo,,,C1
3/7/2016,Embraer ERJ 190STD (ERJ-190-100),PH-EXB,KLM Cityhopper,0,Basel/Mulhou...,,,I2
3/7/2016,Dornier 328-110,HB-AEO,SkyWork Airlines,0,Basel/Mulhou...,,,I2
3/29/2016,Airbus A320-232,SU-GCB,EgyptAir,0,Larnaca Airp...,,,H2
2/23/2017,Let L-410UVP-E,OK-LAZ,"Citywing, opb Van Air Europe",0,Isle of Man-...,,,I2
2/25/2017,Raytheon 390 Premier IA,OM-TAA,Tatra Jet,0,Salzburg-W. ...,,,O2
7/7/2017,Airbus A320-211,C-FKCK,Air Canada,0,San Francisc...,,,I2
1/15/2018,Airbus A319-111,5A-ONC,Afriqiyah Airways,0,Tripoli-Miti...,,,C1
3/25/2018,ATR 42-500,F-GPYF,HOP!,0,Aurillac Air...,,,I2
3/26/2018,CASA C-212 Aviocar,N217BH,Bighorn Airways,0,Sheridan Air...,,,O2
3/30/2018,Antonov An-12BK,UR-KDM,Cavok Air,0,Gao Airport ...,,,I2
4/15/2018,Airbus A321-213,B-6555,Air China,0,Zhengzhou-Xi...,,,H2
4/15/2018,Bombardier Challenger 605,C-FXWT,Morningstar Partners,0,Winnipeg-Jam...,,,O2
3/15/2001,Tupolev Tu-154M,RA-85619,Vnukovo Airlines,3,Madinah-Moha...,,,H2
4/11/2002,CASA/Nurtanio NC-212 Aviocar,PK-ZAI,Sabang Merauke Raya Air Charter,1,Sabang-Maimu...,,,A2
5/7/2002,DC-9-82 (MD-82),B-2138,China Northern,112,near Dalian,,,C1
6/9/2002,Fokker 50,,Ethiopian Airlines,2,Addis Ababa-...,,,H2
1/30/2005,Lockheed Hercules C.1 (C-130K),XV179,RAF,10,near Al Taji,,,C1
3/23/2007,Ilyushin Il-76TD,EW-78849,Transaviaexport,11,near Mogadishu In...,,,C1
6/23/2007,DHC-6 Twin Otter 300,7O-ADK,Yemenia Airways,1,An Naeem Air...,,,C1
1/30/2008,DHC-6 Twin Otter,,Aviastar Mandiri,1,Sugapa Airpo...,,,A2
6/7/2008,Cessna 208B Grand Caravan,CC-CTR,Patagonia Airlines,1,near La Junta,,,A2
6/12/2010,PZL-Mielec M28 Skytruck,ENBV-0063,Venezuela Army,3,Puerta del E...,,,A2
1/20/2011,DHC-6 Twin Otter 300,FAE449,Ecuador Air Force,6,El Capricho ...,,,A2
6/29/2012,Embraer ERJ-190,B-3171,Tianjin Airlines,2,Hotan Airpor...,,,H2
7/17/2012,Canadair CRJ-200ER,N865AS,SkyWest Airlines,1,Saint George...,,,C1
6/6/2014,Antonov An-30B,80 yellow,Ukraine Air Force,5,near Drobyshevo,,,C1
1/29/2015,Canadair Challenger 601,N214FW,Dinama Aircorp,3,near Boca Druif,,,C1
3/24/2015,Airbus A320-211,D-AIPX,Germanwings,150,Prads-Haute-...,,,C1
5/20/2015,BAe-125-700A,(N917TF),Unknown,4,near Puerto Colombia,,,C1
2/2/2016,Airbus A321-111,SX-BHS,"Hermes Airlines, op.for Daallo Airlines",1,near Mogadishu In...,,,C1
5/19/2016,Airbus A320-232,SU-GCC,EgyptAir,66,near Egyptian coast,,,C1
1/4/2018,Gulfstream G150,OE-GKA,Private Airlines Germany,1,Kittilä Airp...,,,A2
1/4/2001,Shaanxi Yunshuji Y-8,31242,China Air Force,14,near Zheng Zou Ai...,,,A1
1/4/2001,Shaanxi Yunshuji Y-8,31243,China Air Force,8,near Zheng Zou Ai...,,,A1
1/5/2001,Boeing 727-46F,S9-BAI,Air Gemini Cargo,1,Dundo Airpor...,,,A1
1/6/2001,BN-2A-2 Islander,8R-GFN,Guyana AF,3,near Mahdia,,,A1
1/8/2001,CASA/Nurtanio NC-212 Aviocar,U-614,Indonesian Navy,9,near Silimo,,,A1
1/11/2001,BN-2A-21 Islander,PT-KNE,LASA,3,"near Parnamirim, BA",,,A1
1/19/2001,IPTN/CASA CN-235M-100,97,Turkish AF,3,Kayseri,,,A1
1/25/2001,Douglas C-47A (DC-3),YV-224C,Rutaca,24,Ciudad Bolívar,,,A1
1/27/2001,Beech 200 Super King Air,N81PF,Jet Express Services,10,"near Strasburg, CO",,,A1
1/31/2001,SE-210 Caravelle 10R,HK-3932X,L.A. Suramericanas,3,near El Yopal Air...,,,A1
2/8/2001,Learjet 35A,I-MOCO,E.A.S. Aeroservizi,3,near Nürnberg Air...,,,A1
2/10/2001,GAF Nomad N.24A,PZ-TBP,Gum Air,10,near Jacobkondre,,,A1
3/3/2001,Shorts C-23B+ Sherpa (360),93-1336,Florida ANG,21,"near Unadilla, GA",,,A1
3/3/2001,Boeing 737-4D7,HS-TDC,Thai Airways International,1,Bangkok Inte...,,,A1
3/17/2001,Beech 1900C-1,S9-CAE,SAL Express,16,Quilemba,,,A1
3/24/2001,DHC-6 Twin Otter 300,F-OGES,Air Caraïbes,20,Saint-Barthé...,,,A1
3/26/2001,Fokker F-27 Friendship 500F,PK-MFL,Merpati Nusantara,3,near Surabaya-Jua...,,,A1
3/29/2001,Gulfstream American G-1159 Gulfstre,N303GA,Avjet Corp,18,near Aspen Airpor...,,,A1
4/2/2001,Cessna 501 Citation I/SP,N405PC,Jet Wings,1,"Ashwaubenon, WI",,,A1
4/4/2001,Antonov An-26,,Sudan AF,14,Adar Yel,,,A1
4/28/2001,Cessna 208B Grand Caravan,LV-WSC,Les Grands Jorasses,10,"near Roque Pérez, BA",,,A1
4/29/2001,Cessna 208 Caravan I,VH-MMV,private,1,"near Nagambie, VIC",,,A1
5/5/2001,Cessna 208B Super Cargomaster,N948FE,"FedEx, op.for Corporate Air",1,near Steamboat Sp...,,,A1
5/16/2001,IPTN/CASA CN-235M-100,86,Turkish AF,34,near Malatya,,,A1
5/17/2001,Yakovlev Yak-40,EP-TQP,Faraz Qeshm,30,near Sari,,,A1
5/17/2001,Fokker F-27 Friendship 400M,TC-76,Argentine AF,5,Mendoza-El P...,,,A1
5/18/2001,IPTN/CASA CN-235MP-100M,TCSG-552,Turkish Navy,4,near Ankara-Etime...,,,A1
